X,Y,SPECIES NAME
4280500,2875500,Acer pseudoplatanus
4238500,2764500,Acer pseudoplatanus
4267500,2815500,Acer pseudoplatanus
4225500,2838500,Acer pseudoplatanus
4333500,2814500,Acer pseudoplatanus
4199500,2864500,Acer pseudoplatanus
4177500,2808500,Acer pseudoplatanus
4178500,2918500,Acer pseudoplatanus
4328500,3216500,Acer pseudoplatanus
4339500,3430500,Acer pseudoplatanus
4256500,2795500,Acer pseudoplatanus
4218500,2900500,Acer pseudoplatanus
4470500,2775500,Acer pseudoplatanus
4283500,2839500,Acer pseudoplatanus
4179500,2850500,Acer pseudoplatanus
4356500,2972500,Acer pseudoplatanus
4150500,2781500,Acer pseudoplatanus
4273500,2849500,Acer pseudoplatanus
4350500,2728500,Acer pseudoplatanus
4258500,2743500,Acer pseudoplatanus
4317500,3300500,Acer pseudoplatanus
4324500,3192500,Acer pseudoplatanus
4246500,3041500,Acer pseudoplatanus
4282500,2931500,Acer pseudoplatanus
4146500,2791500,Acer pseudoplatanus
4573000,2826500,Acer pseudoplatanus
4156500,2755500,Acer pseudoplatanus
4337500,3404500,Acer pseudoplatanus
4180500,2782500,Acer pseudoplatanus
4314500,3068500,Acer pseudoplatanus
4517500,3096500,Acer pseudoplatanus
4242500,2775500,Acer pseudoplatanus
4305500,2803500,Acer pseudoplatanus
4248500,2751500,Acer pseudoplatanus
4313500,2869500,Acer pseudoplatanus
4572500,3158500,Acer pseudoplatanus
4525500,2788500,Acer pseudoplatanus
4371500,3176500,Acer pseudoplatanus
4405500,3085500,Acer pseudoplatanus
4153500,3015500,Acer pseudoplatanus
4601500,3252500,Acer pseudoplatanus
4334500,2784500,Acer pseudoplatanus
4169500,2832500,Acer pseudoplatanus
4168500,2751500,Acer pseudoplatanus
4326500,2724500,Acer pseudoplatanus
4283500,2845500,Acer pseudoplatanus
4561500,3114500,Acer pseudoplatanus
4470500,3451000,Acer pseudoplatanus
4373500,3394500,Acer pseudoplatanus
4176500,3206500,Acer pseudoplatanus
4342500,2898500,Acer pseudoplatanus
4534500,3077500,Acer pseudoplatanus
4313500,2841500,Acer pseudoplatanus
4539500,2897500,Acer pseudoplatanus
4244500,2767500,Acer pseudoplatanus
4260500,3487500,Acer pseudoplatanus
4277500,2977500,Acer pseudoplatanus
4326500,3068500,Acer pseudoplatanus
4519500,3118500,Acer pseudoplatanus
4419500,2878500,Acer pseudoplatanus
4186500,2758500,Acer pseudoplatanus
4230500,2738500,Acer pseudoplatanus
4276500,2735500,Acer pseudoplatanus
4331500,2836500,Acer pseudoplatanus
4282500,2781500,Acer pseudoplatanus
4323500,2844500,Acer pseudoplatanus
4478000,2775500,Acer pseudoplatanus
4286500,2925500,Acer pseudoplatanus
4098500,2991500,Acer pseudoplatanus
4245500,2861500,Acer pseudoplatanus
4242500,2887500,Acer pseudoplatanus
4268500,2929500,Acer pseudoplatanus
4435500,3400500,Acer pseudoplatanus
4564500,2862500,Acer pseudoplatanus
4425500,3090500,Acer pseudoplatanus
4486500,3430500,Acer pseudoplatanus
4334500,2724500,Acer pseudoplatanus
4225000,2964000,Acer pseudoplatanus
4166500,3051500,Acer pseudoplatanus
4212500,2760500,Acer pseudoplatanus
4295500,2841500,Acer pseudoplatanus
4179500,2814500,Acer pseudoplatanus
4142500,2785500,Acer pseudoplatanus
4228500,2768500,Acer pseudoplatanus
4098500,2963500,Acer pseudoplatanus
4236500,2762500,Acer pseudoplatanus
4427500,2718500,Acer pseudoplatanus
4490500,3368500,Acer pseudoplatanus
4562500,3470500,Acer pseudoplatanus
4185500,2834500,Acer pseudoplatanus
4350500,3040500,Acer pseudoplatanus
4301500,2825500,Acer pseudoplatanus
4314500,3032500,Acer pseudoplatanus
4159500,3159500,Acer pseudoplatanus
4285500,2847500,Acer pseudoplatanus
4359500,2884500,Acer pseudoplatanus
4444500,3426500,Acer pseudoplatanus
4472500,3443500,Acer pseudoplatanus
4178500,2778500,Acer pseudoplatanus
4374500,3358500,Acer pseudoplatanus
4488500,3058500,Acer pseudoplatanus
4224500,3198500,Acer pseudoplatanus
4550500,3069500,Acer pseudoplatanus
4496500,3128500,Acer pseudoplatanus
4317500,3440500,Acer pseudoplatanus
4190500,2802500,Acer pseudoplatanus
4086500,3074500,Acer pseudoplatanus
4339500,2702500,Acer pseudoplatanus
4563500,2882500,Acer pseudoplatanus
4294500,2767500,Acer pseudoplatanus
4267500,2801500,Acer pseudoplatanus
4288500,2891500,Acer pseudoplatanus
4289500,2851500,Acer pseudoplatanus
4155500,3017500,Acer pseudoplatanus
4240500,2788500,Acer pseudoplatanus
4494500,2748500,Acer pseudoplatanus
4359500,2810500,Acer pseudoplatanus
