X,Y,SPECIES NAME
4180500,3054500,Picea abies
4487500,3035500,Picea abies
4270500,2751500,Picea abies
4337500,2868500,Picea abies
4335500,2714500,Picea abies
4340500,3184500,Picea abies
4317500,2858500,Picea abies
4385500,2719500,Picea abies
4595500,2867500,Picea abies
4332500,2722500,Picea abies
4257500,2839500,Picea abies
4500500,2976500,Picea abies
4543500,2893500,Picea abies
4317500,2838500,Picea abies
4453500,3041500,Picea abies
4310500,2759500,Picea abies
4515500,3044500,Picea abies
4325500,2826500,Picea abies
4298500,3365500,Picea abies
4212500,2886500,Picea abies
4215500,3154500,Picea abies
4240500,2925500,Picea abies
4077500,2982500,Picea abies
4391500,3395500,Picea abies
4481500,2943500,Picea abies
4370500,2744500,Picea abies
4066500,3071500,Picea abies
4461500,2787500,Picea abies
4377500,3163500,Picea abies
4117500,2976500,Picea abies
4264500,2919500,Picea abies
4610500,3151500,Picea abies
4430500,2758500,Picea abies
4074500,3033500,Picea abies
4518500,2920500,Picea abies
4566500,3078500,Picea abies
4211500,3110500,Picea abies
4155500,3131500,Picea abies
4322500,2720500,Picea abies
4529500,3043500,Picea abies
4444500,2826500,Picea abies
4217500,2806500,Picea abies
4528500,3059500,Picea abies
4166500,2895500,Picea abies
4151500,3111500,Picea abies
4302500,2751500,Picea abies
4436500,3048500,Picea abies
4110500,3037500,Picea abies
4172500,3050500,Picea abies
4063500,3017500,Picea abies
4252500,3166500,Picea abies
4332500,2884500,Picea abies
4360500,2898500,Picea abies
4508500,3426500,Picea abies
4247500,3165500,Picea abies
4405500,3051000,Picea abies
4483500,3023500,Picea abies
4434500,2910500,Picea abies
4134500,2919500,Picea abies
4324500,2778500,Picea abies
4262500,2759500,Picea abies
4485500,3392500,Picea abies
4374500,2780500,Picea abies
4175500,3016500,Picea abies
4311500,2803500,Picea abies
4113500,3014500,Picea abies
4467500,3035500,Picea abies
4358500,2846500,Picea abies
4178500,2776500,Picea abies
4361500,2792500,Picea abies
4529500,2813500,Picea abies
4158500,3033500,Picea abies
