X,Y,SPECIES NAME
4191500,2868500,Fraxinus excelsior
4191500,2870500,Fraxinus excelsior
4294500,3513500,Fraxinus excelsior
4056500,2989500,Fraxinus excelsior
4387500,3469500,Fraxinus excelsior
4538500,3375500,Fraxinus excelsior
4140500,3315500,Fraxinus excelsior
4289500,3425500,Fraxinus excelsior
4512500,3430500,Fraxinus excelsior
4358500,3200500,Fraxinus excelsior
4440500,3424500,Fraxinus excelsior
4481500,3399500,Fraxinus excelsior
4288500,3217500,Fraxinus excelsior
4397500,3233500,Fraxinus excelsior
4353500,3420500,Fraxinus excelsior
4196500,2882500,Fraxinus excelsior
4528500,3415500,Fraxinus excelsior
4513500,3232500,Fraxinus excelsior
4392500,3361500,Fraxinus excelsior
4171500,2842500,Fraxinus excelsior
4600500,3333500,Fraxinus excelsior
4176500,3348500,Fraxinus excelsior
4196500,2884500,Fraxinus excelsior
4565500,3396500,Fraxinus excelsior
4543500,3471500,Fraxinus excelsior
4312500,3496500,Fraxinus excelsior
4423500,3174500,Fraxinus excelsior
4479500,3399500,Fraxinus excelsior
4486500,3364500,Fraxinus excelsior
4113500,2896500,Fraxinus excelsior
4139500,3087500,Fraxinus excelsior
4484500,3360500,Fraxinus excelsior
4483500,3410500,Fraxinus excelsior
4446500,3413500,Fraxinus excelsior
4244500,2747500,Fraxinus excelsior
4175500,2822500,Fraxinus excelsior
4329500,2846500,Fraxinus excelsior
4517500,3256500,Fraxinus excelsior
4525500,2796500,Fraxinus excelsior
4458500,3219500,Fraxinus excelsior
4304500,2769500,Fraxinus excelsior
4527500,3377500,Fraxinus excelsior
4128500,3026500,Fraxinus excelsior
4352500,3376500,Fraxinus excelsior
4169500,2844500,Fraxinus excelsior
4228500,2788500,Fraxinus excelsior
4470000,3243000,Fraxinus excelsior
4512500,3440500,Fraxinus excelsior
4196500,2784500,Fraxinus excelsior
4544500,2833500,Fraxinus excelsior
4532500,3483500,Fraxinus excelsior
4161500,2959500,Fraxinus excelsior
4146500,2789500,Fraxinus excelsior
4095500,2979500,Fraxinus excelsior
4519500,3399500,Fraxinus excelsior
4166500,3035500,Fraxinus excelsior
4349500,2826500,Fraxinus excelsior
4175500,2846500,Fraxinus excelsior
4491500,3378500,Fraxinus excelsior
4509500,3392500,Fraxinus excelsior
4517500,3448500,Fraxinus excelsior
4519500,3393500,Fraxinus excelsior
4486500,3436500,Fraxinus excelsior
4109500,2900500,Fraxinus excelsior
4304500,2779500,Fraxinus excelsior
4160500,2773500,Fraxinus excelsior
4487500,3458500,Fraxinus excelsior
4415500,3190500,Fraxinus excelsior
4466500,3223500,Fraxinus excelsior
4355500,3116500,Fraxinus excelsior
4427500,3178500,Fraxinus excelsior
4508500,3446500,Fraxinus excelsior
4311500,2839500,Fraxinus excelsior
